,head_x,head_y,target_x,target_y
0,-52.194087982177734,-0.055828873068094254,-45.92,0.0
1,-52.26156997680664,-0.15172336995601654,-45.839998168945314,0.0
2,-52.304439544677734,-0.2369713932275772,-45.75999633789063,0.0
3,-52.306304931640625,-0.22175848484039307,-45.67999450683594,0.0
4,-52.311737060546875,-0.13116303086280823,-45.59999267578125,0.0
5,-52.282081604003906,-0.048568934202194214,-45.519990844726564,0.0
6,-52.19639587402344,-0.02507004886865616,-45.43998901367188,0.0
7,-52.17673873901367,0.014510825276374817,-45.35998718261719,0.0
8,-52.174190521240234,0.06605616956949234,-45.2799853515625,0.0
9,-52.13438034057617,0.049039557576179504,-45.199983520507814,0.0
10,-52.13624572753906,-0.0245205145329237,-45.11998168945313,0.0
11,-52.156639099121094,-0.11216988414525986,-45.03997985839844,0.0
12,-52.130741119384766,-0.17953208088874817,-44.95997802734375,0.0
13,-52.07585525512695,-0.17063477635383606,-44.879976196289064,0.0
14,-52.00654602050781,-0.09610219299793243,-44.79997436523438,0.0
15,-52.01070785522461,0.03850603103637695,-44.71997253417969,0.0
16,-52.04717254638672,0.16370244324207306,-44.639970703125,0.0
17,-51.987518310546875,0.2289646416902542,-44.559968872070314,0.0
18,-51.880958557128906,0.24969257414340973,-44.47996704101563,0.0
19,-51.792320251464844,0.18126295506954193,-44.39996520996094,0.0
20,-51.74296569824219,0.08294189721345901,-44.31996337890625,0.0
21,-51.71794128417969,-0.003200952894985676,-44.239961547851564,0.0
22,-51.6493034362793,-0.044971249997615814,-44.15995971679688,0.0
23,-51.56929016113281,0.0038477592170238495,-44.07995788574219,0.0
24,-51.54444122314453,0.10927201807498932,-43.9999560546875,0.0
25,-51.51541519165039,0.1917358934879303,-43.919954223632814,0.0
26,-51.465354919433594,0.2704440951347351,-43.83995239257813,0.0
27,-51.366058349609375,0.3173857629299164,-43.75995056152344,0.0
28,-51.32225036621094,0.3865792751312256,-43.67994873046875,0.0
29,-51.26572799682617,0.3462332785129547,-43.599946899414064,0.0
30,-51.192256927490234,0.26494747400283813,-43.51994506835938,0.0
31,-51.16986083984375,0.13190291821956635,-43.43994323730469,0.0
32,-51.141334533691406,0.006213407963514328,-43.35994140625,0.0
33,-51.06669235229492,-0.049995314329862595,-43.279939575195314,0.0
34,-50.976863861083984,-0.057020388543605804,-43.19993774414063,0.0
35,-50.861385345458984,0.019356511533260345,-43.11993591308594,0.0
36,-50.755428314208984,0.12493494898080826,-43.03993408203125,0.0
37,-50.63711166381836,0.1902637630701065,-42.959932250976564,0.0
38,-50.59469985961914,0.32497766613960266,-42.87993041992188,0.0
39,-50.56883239746094,0.4265698194503784,-42.79992858886719,0.0
40,-50.458953857421875,0.4693146347999573,-42.7199267578125,0.0
41,-50.34664535522461,0.4041900634765625,-42.639924926757814,0.0
42,-50.24675369262695,0.3028176426887512,-42.55992309570313,0.0
43,-50.16572570800781,0.1779634654521942,-42.47992126464844,0.0
