,head_x,head_y,target_x,target_y
0,-52.17499923706055,-0.00043942336924374104,-45.92,0.0
1,-52.175018310546875,-0.0006372124771587551,-45.839998168945314,0.0
2,-52.17506790161133,-0.0012965721543878317,-45.75999633789063,0.0
3,-52.175384521484375,0.008285826072096825,-45.67999450683594,0.0
4,-52.17548751831055,0.010789318941533566,-45.59999267578125,0.0
5,-52.1763916015625,0.02453189343214035,-45.519990844726564,0.0
6,-52.17805480957031,0.018277287483215332,-45.43998901367188,0.0
7,-52.17636489868164,0.00912985298782587,-45.35998718261719,0.0
8,-52.1768913269043,0.02216176874935627,-45.2799853515625,0.0
9,-52.176578521728516,0.012009738013148308,-45.199983520507814,0.0
10,-52.176063537597656,-0.006261207163333893,-45.11998168945313,0.0
11,-52.175472259521484,-0.0185479074716568,-45.03997985839844,0.0
12,-52.173675537109375,-0.024530749768018723,-44.95997802734375,0.0
13,-52.17143249511719,-0.03258606418967247,-44.879976196289064,0.0
14,-52.17123794555664,-0.046717721968889236,-44.79997436523438,0.0
15,-52.16679763793945,-0.03626120090484619,-44.71997253417969,0.0
16,-52.16156768798828,-0.028974400833249092,-44.639970703125,0.0
17,-52.159828186035156,-0.03295779228210449,-44.559968872070314,0.0
18,-52.152488708496094,-0.019523125141859055,-44.47996704101563,0.0
19,-52.14431381225586,0.03462439030408859,-44.39996520996094,0.0
20,-52.14269256591797,0.07985575497150421,-44.31996337890625,0.0
21,-52.130611419677734,0.07004973292350769,-44.239961547851564,0.0
22,-52.12007141113281,0.05360354483127594,-44.15995971679688,0.0
23,-52.11075210571289,0.03094363957643509,-44.07995788574219,0.0
24,-52.11217498779297,-0.022379513829946518,-43.9999560546875,0.0
25,-52.11272048950195,-0.0708238035440445,-43.919954223632814,0.0
26,-52.093345642089844,-0.0637376606464386,-43.83995239257813,0.0
27,-52.074153900146484,-0.05848699063062668,-43.75995056152344,0.0
28,-52.051822662353516,-0.03756408393383026,-43.67994873046875,0.0
29,-52.03157043457031,-0.017904847860336304,-43.599946899414064,0.0
30,-52.01707077026367,-0.009633660316467285,-43.51994506835938,0.0
31,-51.999420166015625,-0.0047514247708022594,-43.43994323730469,0.0
32,-51.977691650390625,0.008479557000100613,-43.35994140625,0.0
33,-51.95393753051758,0.029521049931645393,-43.279939575195314,0.0
34,-51.93175506591797,0.0403275266289711,-43.19993774414063,0.0
35,-51.90766143798828,0.0767545998096466,-43.11993591308594,0.0
36,-51.90463638305664,0.10868310183286667,-43.03993408203125,0.0
37,-51.878662109375,0.06864805519580841,-42.959932250976564,0.0
38,-51.84286117553711,-0.0028879567980766296,-42.87993041992188,0.0
39,-51.82182312011719,-0.05894140154123306,-42.79992858886719,0.0
40,-51.79674530029297,-0.08397381752729416,-42.7199267578125,0.0
41,-51.75838851928711,-0.0675087571144104,-42.639924926757814,0.0
42,-51.720252990722656,-0.04366825520992279,-42.55992309570313,0.0
43,-51.69281768798828,-0.039523933082818985,-42.47992126464844,0.0
44,-51.6630859375,-0.030590642243623734,-42.39991943359375,0.0
45,-51.62674331665039,-0.014473264105618,-42.319917602539064,0.0
46,-51.58505630493164,0.002973850816488266,-42.23991577148438,0.0
47,-51.54228591918945,0.014139721170067787,-42.15991394042969,0.0
48,-51.5003776550293,0.0030012838542461395,-42.079912109375,0.0
49,-51.46292495727539,-0.036442000418901443,-41.999910278320314,0.0
50,-51.42915344238281,-0.06905203312635422,-41.91990844726563,0.0
51,-51.40946960449219,-0.11606422066688538,-41.83990661621094,0.0
52,-51.37329864501953,-0.16465598344802856,-41.75990478515625,0.0
53,-51.30788803100586,-0.15896588563919067,-41.679902954101564,0.0
54,-51.24464416503906,-0.14193914830684662,-41.59990112304688,0.0
55,-51.195884704589844,-0.14076529443264008,-41.51989929199219,0.0
56,-51.157859802246094,-0.15131115913391113,-41.4398974609375,0.0
57,-51.1137580871582,-0.1322893649339676,-41.359895629882814,0.0
58,-51.05793380737305,-0.1066831722855568,-41.27989379882813,0.0
59,-51.00139617919922,-0.09509100764989853,-41.19989196777344,0.0
60,-50.95309066772461,-0.1215713769197464,-41.11989013671875,0.0
61,-50.905086517333984,-0.15265372395515442,-41.039888305664064,0.0
62,-50.83491134643555,-0.14276647567749023,-40.95988647460938,0.0
63,-50.77201843261719,-0.10089471191167831,-40.87988464355469,0.0
64,-50.734291076660156,-0.08303487300872803,-40.7998828125,0.0
65,-50.68958282470703,-0.12762396037578583,-40.719880981445314,0.0
66,-50.637245178222656,-0.20046350359916687,-40.63987915039063,0.0
67,-50.584259033203125,-0.24324819445610046,-40.55987731933594,0.0
68,-50.51197052001953,-0.2337029129266739,-40.47987548828125,0.0
69,-50.44776916503906,-0.1986568719148636,-40.399873657226564,0.0
70,-50.39118957519531,-0.18601641058921814,-40.31987182617188,0.0
71,-50.341453552246094,-0.1988186240196228,-40.23986999511719,0.0
72,-50.286773681640625,-0.1981811225414276,-40.1598681640625,0.0
73,-50.222042083740234,-0.1727709025144577,-40.079866333007814,0.0
74,-50.1624641418457,-0.16292738914489746,-39.99986450195313,0.0
75,-50.10143280029297,-0.17981679737567902,-39.91986267089844,0.0
76,-50.02581787109375,-0.16880440711975098,-39.83986083984375,0.0
77,-49.96993637084961,-0.18190059065818787,-39.759859008789064,0.0
78,-49.91118621826172,-0.2396707385778427,-39.67985717773438,0.0
79,-49.85158157348633,-0.285411536693573,-39.59985534667969,0.0
80,-49.78842544555664,-0.3224121928215027,-39.519853515625,0.0
81,-49.73681640625,-0.37726902961730957,-39.439851684570314,0.0
82,-49.69244384765625,-0.41344892978668213,-39.35984985351563,0.0
83,-49.602481842041016,-0.39450860023498535,-39.27984802246094,0.0
84,-49.50479507446289,-0.3738875389099121,-39.19984619140625,0.0
85,-49.42599868774414,-0.3646828532218933,-39.119844360351564,0.0
86,-49.35906219482422,-0.3223872780799866,-39.03984252929688,0.0
87,-49.26242446899414,-0.27193310856819153,-38.95984069824219,0.0
88,-49.16250991821289,-0.2775447964668274,-38.8798388671875,0.0
89,-49.06999588012695,-0.3132910132408142,-38.799837036132814,0.0
90,-49.00216293334961,-0.3451993465423584,-38.71983520507813,0.0
91,-48.92942810058594,-0.3778538405895233,-38.63983337402344,0.0
92,-48.86715316772461,-0.4210711717605591,-38.55983154296875,0.0
93,-48.780548095703125,-0.4761151969432831,-38.479829711914064,0.0
94,-48.68165588378906,-0.4857768714427948,-38.39982788085938,0.0
95,-48.58060836791992,-0.46838298439979553,-38.31982604980469,0.0
96,-48.491580963134766,-0.45689305663108826,-38.23982421875,0.0
97,-48.40208435058594,-0.47501763701438904,-38.159822387695314,0.0
98,-48.33769226074219,-0.49837103486061096,-38.07982055664063,0.0
99,-48.251068115234375,-0.46707987785339355,-37.99981872558594,0.0
100,-48.19136428833008,-0.3791825771331787,-37.91981689453125,0.0
101,-48.138099670410156,-0.27431222796440125,-37.839815063476564,0.0
102,-48.031341552734375,-0.23951411247253418,-37.75981323242188,0.0
103,-47.89984130859375,-0.2719744145870209,-37.67981140136719,0.0
104,-47.789676666259766,-0.33616599440574646,-37.5998095703125,0.0
105,-47.69895553588867,-0.3908594846725464,-37.519807739257814,0.0
106,-47.606666564941406,-0.4221639931201935,-37.43980590820313,0.0
107,-47.51350402832031,-0.46232300996780396,-37.35980407714844,0.0
