#{"t_start": 1537442773.723104, "env_id": "Planar-direction-v1"}
r,l,t
106.748948,1024,27620.437488
104.008863,1024,27650.386113
102.942006,1024,27679.154467
103.693061,1024,27708.685802
106.807168,1024,27737.369188
105.647433,1024,27767.198666
104.781739,1024,27795.684097
107.632295,1024,27825.551203
106.379128,1024,27854.030722
108.108845,1024,27883.854999
108.25691,1024,27912.77948
107.336536,1024,27942.826903
107.081562,1024,27971.921767
109.772534,1024,28001.786907
105.427198,1024,28030.767958
95.07435,1024,28060.305572
107.806942,1024,28088.945136
107.138118,1024,28118.556734
107.009185,1024,28147.422221
107.261316,1024,28176.962321
107.599149,1024,28205.553476
104.257995,1024,28234.856777
107.020973,1024,28264.1502
97.608466,1024,28293.803086
108.630997,1024,28322.699004
107.42485,1024,28352.735358
105.490553,1024,28381.795567
103.723457,1024,28411.910261
102.024722,1024,28440.471001
105.539525,1024,28470.373758
104.231223,1024,28499.254062
106.345716,1024,28529.005919
106.430694,1024,28557.890629
106.681362,1024,28587.412414
105.559139,1024,28616.173043
107.734384,1024,28645.789528
105.114559,1024,28674.452438
108.994935,1024,28704.170418
103.064221,1024,28732.710039
106.51511,1024,28762.066275
106.048688,1024,28790.712996
106.87874,1024,28820.595697
104.977924,1024,28849.080638
107.35746,1024,28878.591997
106.23788,1024,28908.03532
106.389008,1024,28937.397
107.898548,1024,28966.972691
107.622557,1024,28996.942512
107.509894,1024,29025.609578
107.741175,1024,29055.700256
106.687787,1024,29084.573623
108.42464,1024,29114.156445
100.262088,1024,29142.730539
104.88844,1024,29172.486638
106.948451,1024,29201.395825
107.275824,1024,29231.178906
107.652438,1024,29260.083836
107.20284,1024,29289.822518
107.417877,1024,29319.090548
107.182161,1024,29348.781431
107.361792,1024,29377.612193
105.411042,1024,29407.332733
106.286903,1024,29435.982628
108.012928,1024,29465.500828
106.861178,1024,29494.41389
105.047852,1024,29524.119435
107.954601,1024,29553.05873
107.722917,1024,29582.69496
106.345848,1024,29611.840018
106.828576,1024,29641.556432
106.924231,1024,29670.412274
104.691829,1024,29699.990122
106.453031,1024,29728.746015
106.663176,1024,29758.600682
106.280671,1024,29787.265648
107.958226,1024,29816.651677
107.975956,1024,29845.264722
107.176588,1024,29875.123895
107.096414,1024,29903.600236
105.83113,1024,29933.539147
105.622393,1024,29962.064102
105.497138,1024,29991.342538
105.380072,1024,30019.810522
106.644615,1024,30049.845637
105.838665,1024,30078.640979
106.152765,1024,30108.554606
106.35032,1024,30137.228619
103.977119,1024,30167.993564
106.78423,1024,30196.596713
105.057551,1024,30226.598287
103.551109,1024,30255.256193
107.035829,1024,30285.066297
107.487067,1024,30313.527555
107.143004,1024,30342.960554
106.730878,1024,30371.81587
107.504412,1024,30401.863237
104.813681,1024,30430.369273
105.504107,1024,30459.829494
103.730201,1024,30489.317336
98.501032,1024,30518.819093
102.295104,1024,30547.308763
105.029382,1024,30577.14896
105.417959,1024,30605.647699
107.344272,1024,30635.024986
103.057397,1024,30663.547306
107.258398,1024,30693.366089
104.801198,1024,30722.132585
104.863254,1024,30751.988557
106.626466,1024,30780.836499
104.377212,1024,30810.483298
57.561678,779,30832.86579
106.475685,1024,30862.603635
107.341072,1024,30891.206543
105.375805,1024,30920.536235
107.529221,1024,30949.860875
106.742046,1024,30979.427391
103.192541,1024,31007.882714
68.286927,989,31036.690153
107.84997,1024,31065.729635
105.103694,1024,31095.360528
106.824006,1024,31124.194046
103.384452,1024,31153.975797
106.771031,1024,31182.72662
107.795767,1024,31212.934516
105.460697,1024,31241.529661
105.325992,1024,31270.959867
104.707132,1024,31299.858022
104.024762,1024,31329.242864
104.717379,1024,31358.26063
105.16652,1024,31387.857262
105.762591,1024,31416.676055
105.819865,1024,31446.635802
106.337922,1024,31475.224594
104.580004,1024,31504.703968
102.113134,1024,31533.470302
105.363145,1024,31563.141861
107.220597,1024,31591.756378
77.579664,949,31619.657364
104.093107,1024,31647.981145
105.058047,1024,31677.643522
107.648821,1024,31706.390336
99.965473,1024,31735.979557
107.496887,1024,31764.870814
105.712487,1024,31794.507561
106.29915,1024,31823.20046
107.518338,1024,31853.165563
108.068047,1024,31881.679194
104.411679,1024,31911.3109
107.954468,1024,31939.845656
103.860842,1024,31969.175484
107.15148,1024,31997.637758
103.215525,1024,32027.525757
107.227887,1024,32056.4757
22.927543,450,32069.913257
107.414207,1024,32099.418344
105.052149,1024,32128.776952
104.181729,1024,32158.341692
105.234555,1024,32187.170156
104.171541,1024,32216.773882
106.023038,1024,32247.219258
102.968679,1024,32277.11871
106.766769,1024,32305.621178
105.349436,1024,32335.194411
106.805254,1024,32363.710087
106.222142,1024,32392.735373
105.206349,1024,32420.84248
106.41055,1024,32449.881554
106.584964,1024,32477.821298
104.134023,1024,32506.903735
105.862636,1024,32535.306928
107.496683,1024,32564.871315
106.472033,1024,32594.220048
105.831466,1024,32624.912719
107.158873,1024,32654.011664
106.585012,1024,32683.994141
107.804405,1024,32712.956639
105.598468,1024,32742.914069
107.806709,1024,32771.950779
106.953878,1024,32801.726836
108.001122,1024,32831.109212
104.448964,1024,32861.278157
107.446966,1024,32890.102302
109.488939,1024,32920.549617
108.119782,1024,32949.708842
108.101575,1024,32979.715585
107.010735,1024,33008.765621
106.329939,1024,33038.797231
107.026976,1024,33068.073246
107.743406,1024,33098.359047
107.188902,1024,33127.614931
106.956376,1024,33157.93923
106.36418,1024,33187.048014
106.639403,1024,33216.780838
106.237534,1024,33246.076916
107.193883,1024,33276.524934
107.551777,1024,33305.557838
105.933941,1024,33335.564928
99.04445,1024,33364.453452
106.149276,1024,33394.496663
106.928368,1024,33423.749645
108.851659,1024,33453.729226
