#{"t_start": 1534013113.148832, "env_id": "Planar-locomotion-v1"}
r,l,t
58.08977,1024,4177.779124
57.388603,1024,4202.918883
-0.076336,274,4209.824793
58.219146,1024,4234.608301
58.233343,1024,4260.168359
60.387293,1024,4284.868586
58.233692,1024,4310.528733
58.939221,1024,4335.359268
60.024134,1024,4361.790222
63.106913,1024,4386.838905
61.752445,1024,4412.693196
54.712372,1024,4437.439723
61.582611,1024,4462.886762
61.789111,1024,4487.738321
59.281681,1024,4513.692655
60.162893,1024,4538.312047
64.305879,1024,4564.380478
60.074059,1024,4589.015984
56.079119,1024,4615.247523
58.209308,1024,4639.825002
58.308222,1024,4665.182925
60.439999,1024,4689.718256
60.712225,1024,4715.534494
62.299117,1024,4740.350119
55.972565,1024,4765.972219
62.143544,1024,4790.800794
32.058238,781,4810.684862
57.862074,1024,4835.50543
56.089328,1024,4861.755036
58.132585,1024,4886.157318
18.501532,517,4898.919319
54.774223,1024,4924.10612
58.557995,1024,4949.200945
59.725896,1024,4974.501832
63.458187,1024,4998.759044
61.289538,1024,5023.962867
57.655693,1024,5048.255024
63.140317,1024,5073.40778
63.120061,1024,5098.02317
66.141752,1024,5123.162988
64.730351,1024,5147.707314
62.380678,1024,5172.969161
67.430969,1024,5198.125457
62.280981,1024,5223.882719
61.78447,1024,5248.840426
63.996094,1024,5274.757748
62.439942,1024,5299.404147
60.721507,1024,5324.806128
65.221107,1024,5350.28813
62.738779,1024,5377.278519
62.897589,1024,5402.111781
62.755351,1024,5427.483705
61.448628,1024,5452.076126
63.814233,1024,5477.635232
63.593294,1024,5502.597867
66.035503,1024,5527.938787
60.887206,1024,5552.60572
61.4715,1024,5578.0717
62.250645,1024,5602.661071
62.922203,1024,5628.469737
62.014279,1024,5653.085968
65.074445,1024,5678.179601
62.289129,1024,5702.555809
63.900005,1024,5727.726014
67.031358,1024,5752.670644
63.078774,1024,5777.767495
70.663649,1024,5802.197755
65.566491,1024,5827.575777
67.622229,1024,5852.667563
68.313947,1024,5878.207646
66.129134,1024,5903.84401
63.77325,1024,5929.185403
64.118763,1024,5954.053998
64.260655,1024,5979.77322
66.623237,1024,6004.638803
66.407527,1024,6030.567169
68.798985,1024,6055.524818
67.15517,1024,6080.85829
69.512757,1024,6105.316569
67.216088,1024,6130.235173
67.909625,1024,6155.183867
66.635882,1024,6180.791945
66.294639,1024,6205.634496
69.308258,1024,6231.317691
68.684597,1024,6256.101209
64.125916,1024,6281.590371
65.362629,1024,6305.932585
66.019654,1024,6331.322505
64.195689,1024,6356.224138
64.891472,1024,6381.529081
67.229834,1024,6405.899297
68.401174,1024,6431.067078
68.831342,1024,6455.355358
68.377128,1024,6480.766309
67.370693,1024,6505.189563
64.895627,1024,6530.31031
65.343869,1024,6554.874664
69.85765,1024,6580.494841
64.54694,1024,6605.334341
65.858159,1024,6630.783396
71.143099,1024,6656.083282
66.375199,1024,6681.74241
67.460673,1024,6706.162684
65.985875,1024,6731.373482
71.62728,1024,6755.809793
71.25519,1024,6780.998606
71.715475,1024,6805.456389
75.205901,1024,6831.36373
70.058609,1024,6856.039172
68.458398,1024,6881.449122
72.618879,1024,6906.063572
73.128181,1024,6931.689663
73.108245,1024,6956.008844
70.985543,1024,6981.013767
64.920424,1024,7005.398041
69.78945,1024,7030.36668
72.680058,1024,7054.864988
71.556918,1024,7080.25996
66.611685,1024,7104.906475
72.682439,1024,7130.866815
70.604862,1024,7155.442242
38.671211,760,7174.680384
66.117848,1024,7200.064366
69.818388,1024,7225.49233
69.460298,1024,7250.496018
63.321686,1024,7276.169163
71.249433,1024,7300.871614
70.430543,1024,7326.596801
72.569771,1024,7351.525521
70.42987,1024,7376.98154
68.665187,1024,7401.602928
68.661463,1024,7426.651636
72.759848,1024,7451.016836
72.067675,1024,7476.241657
69.690614,1024,7500.88609
70.226883,1024,7526.497198
68.696925,1024,7551.298728
74.307066,1024,7576.862788
72.961579,1024,7601.994543
72.472492,1024,7627.533586
72.133918,1024,7652.310089
69.234858,1024,7677.753084
70.616943,1024,7702.059777
72.261009,1024,7727.172515
75.105944,1024,7751.932006
70.74966,1024,7777.787278
72.04648,1024,7802.128492
69.611673,1024,7827.207191
72.596722,1024,7851.789627
71.442977,1024,7877.331663
71.848205,1024,7902.117268
74.908781,1024,7927.517291
74.412517,1024,7952.327819
70.004192,1024,7977.866861
72.652316,1024,8002.541317
75.659346,1024,8028.034387
71.054143,1024,8052.711808
72.773097,1024,8078.160121
71.206805,1024,8103.045703
73.824526,1024,8128.401652
72.503612,1024,8153.007029
74.677053,1024,8178.061717
77.560456,1024,8202.36989
73.0126,1024,8227.839973
75.615813,1024,8252.990313
73.930345,1024,8278.088043
70.643257,1024,8302.554424
72.092198,1024,8328.078465
75.148239,1024,8352.990165
74.682905,1024,8378.25493
74.223779,1024,8403.185585
72.712162,1024,8428.389421
73.724259,1024,8452.653576
73.477401,1024,8478.206751
75.810189,1024,8503.348526
72.085395,1024,8529.07572
74.281935,1024,8554.51274
75.260963,1024,8579.534489
72.538405,1024,8604.686807
77.638646,1024,8630.269892
73.205669,1024,8654.845241
69.192039,1024,8680.474372
72.019633,1024,8705.404019
71.92608,1024,8731.037128
73.504272,1024,8755.938721
74.412247,1024,8781.401727
76.632427,1024,8805.920052
73.498705,1024,8831.346015
75.918886,1024,8856.286655
76.319518,1024,8881.945782
75.711296,1024,8906.815353
75.111022,1024,8932.541539
80.64938,1024,8957.503161
77.282465,1024,8982.98418
80.200115,1024,9007.717654
78.483004,1024,9033.270859
78.515333,1024,9057.97134
76.609698,1024,9083.196203
75.131458,1024,9107.588435
79.25186,1024,9132.784271
78.405199,1024,9157.615369
79.713266,1024,9183.174412
79.985711,1024,9208.311196
77.107667,1024,9233.639088
76.850477,1024,9258.274492
82.262296,1024,9283.705417
80.700089,1024,9308.636051
79.178136,1024,9333.696802
76.984777,1024,9358.159177
77.398055,1024,9383.964395
75.30916,1024,9408.838024
76.967039,1024,9434.013833
79.084259,1024,9458.466108
79.60029,1024,9483.86016
79.020223,1024,9508.509697
78.758238,1024,9534.144817
83.324006,1024,9558.668171
76.192469,1024,9583.779911
81.209893,1024,9608.53442
77.913825,1024,9633.805339
80.913325,1024,9658.163547
81.570208,1024,9683.234258
78.03942,1024,9708.264058
81.504265,1024,9733.870155
79.253303,1024,9758.990901
78.520094,1024,9784.430874
77.122127,1024,9808.890194
77.532491,1024,9834.10302
78.510538,1024,9859.229788
82.378411,1024,9884.428634
80.297084,1024,9908.583699
77.656121,1024,9933.699442
83.06568,1024,9958.251881
79.163209,1024,9983.025369
77.973692,1024,10008.410335
81.70574,1024,10034.080478
80.732758,1024,10058.499855
81.39918,1024,10083.681913
78.942955,1024,10108.080269
78.966763,1024,10133.119972
84.675617,1024,10157.762367
74.658668,1024,10182.978256
82.178938,1024,10207.681707
83.077892,1024,10233.149812
80.097231,1024,10257.729185
81.750804,1024,10283.007042
81.679946,1024,10307.301205
82.477468,1024,10332.243839
82.123332,1024,10357.036377
83.894672,1024,10382.671576
83.201848,1024,10407.914447
81.950807,1024,10433.457556
83.493133,1024,10458.253065
79.408244,1024,10483.752131
81.807119,1024,10508.897895
80.510565,1024,10533.953631
83.500356,1024,10559.171519
82.597699,1024,10584.443387
75.261431,1024,10609.618663
79.972981,1024,10635.15571
82.124919,1024,10659.664037
84.034006,1024,10684.896895
83.89137,1024,10709.402206
83.347765,1024,10734.528958
79.373059,1024,10759.260496
83.89217,1024,10784.893145
87.449893,1024,10809.807746
85.447063,1024,10835.176668
82.630216,1024,10859.874158
85.090479,1024,10885.16808
83.684453,1024,10910.128842
84.764491,1024,10935.247696
85.667643,1024,10959.679059
83.199982,1024,10985.20109
82.223362,1024,11009.722436
83.625629,1024,11034.863197
86.442886,1024,11059.204411
85.107156,1024,11084.176048
80.879437,1024,11108.79546
81.420332,1024,11134.116451
81.838082,1024,11158.87295
85.843427,1024,11185.052477
87.764419,1024,11209.947063
85.333007,1024,11235.572219
88.48776,1024,11259.960486
84.147799,1024,11285.096243
86.152154,1024,11309.645582
88.32868,1024,11334.691336
84.199186,1024,11360.086275
84.775914,1024,11385.392154
86.262102,1024,11409.791391
84.558347,1024,11435.089286
87.682812,1024,11460.143986
83.257189,1024,11485.896187
81.77046,1024,11510.32298
86.232079,1024,11535.406723
86.73099,1024,11560.014182
89.148067,1024,11585.524247
87.029688,1024,11610.43195
67.143737,966,11634.104674
83.116308,1024,11658.394834
87.391342,1024,11683.548687
84.944923,1024,11707.934923
87.951677,1024,11733.836286
87.014958,1024,11758.901051
87.873084,1024,11784.121943
85.781927,1024,11808.556247
87.443119,1024,11833.954204
87.020057,1024,11858.515088
87.020927,1024,11883.448709
86.092099,1024,11908.316331
86.867015,1024,11933.925422
84.405583,1024,11959.278376
87.629902,1024,11984.847439
87.722495,1024,12009.553893
87.222552,1024,12034.875652
87.625321,1024,12059.921373
90.261664,1024,12085.478417
85.630089,1024,12110.213937
88.677995,1024,12135.863086
89.360952,1024,12160.717709
87.696551,1024,12185.74439
89.736465,1024,12210.036551
90.827175,1024,12235.151176
91.314527,1024,12259.82861
89.420733,1024,12284.917335
87.559675,1024,12309.691845
90.919917,1024,12335.407012
90.11653,1024,12360.676967
91.288122,1024,12386.187983
86.918434,1024,12410.803392
93.641044,1024,12436.284459
89.892993,1024,12461.005948
90.202575,1024,12486.623046
87.37927,1024,12511.339513
90.37935,1024,12536.907625
93.031764,1024,12562.246625
89.51177,1024,12587.572851
90.177151,1024,12611.976092
94.395865,1024,12637.719346
90.649794,1024,12662.590033
86.722682,1024,12688.217133
87.264199,1024,12713.454949
90.386637,1024,12738.779948
84.451906,1024,12763.017557
87.960344,1024,12788.611785
91.285084,1024,12813.020023
87.016161,1024,12838.898306
88.465021,1024,12863.339572
90.974162,1024,12888.436302
90.296834,1024,12913.510022
86.449574,1024,12938.787008
89.683455,1024,12963.449243
87.485996,1024,12988.950258
90.817254,1024,13013.703746
86.619768,1024,13038.966669
94.406485,1024,13063.384905
91.309508,1024,13088.665841
91.156655,1024,13113.259249
92.740518,1024,13138.789333
93.709276,1024,13163.392714
90.209585,1024,13188.86678
91.390771,1024,13213.442155
92.335582,1024,13238.462831
89.119944,1024,13263.010243
90.28642,1024,13288.006902
91.955086,1024,13313.025615
90.486213,1024,13338.108346
91.47786,1024,13362.44854
92.450786,1024,13387.609423
91.819978,1024,13412.186795
90.312389,1024,13437.946008
94.792084,1024,13462.750531
93.359135,1024,13488.201682
93.52872,1024,13512.481835
94.296368,1024,13537.647677
92.293127,1024,13563.073542
93.303347,1024,13588.868808
91.331971,1024,13613.026899
92.321113,1024,13638.440874
96.609572,1024,13663.242825
95.23913,1024,13688.547769
97.763993,1024,13713.241254
90.744348,1024,13738.889457
93.60756,1024,13763.755076
92.326407,1024,13789.083006
92.781666,1024,13814.215784
91.104989,1024,13839.832398
93.056907,1024,13864.727993
91.679741,1024,13890.098975
91.962265,1024,13914.656179
87.009397,1024,13940.082254
93.090208,1024,13964.928808
93.303584,1024,13990.387793
94.975183,1024,14015.118285
74.818858,1024,14040.315243
91.156186,1024,14064.804192
94.396689,1024,14090.319218
93.667216,1024,14114.955665
99.382263,1024,14140.0424
96.264,1024,14165.098136
95.263918,1024,14190.413069
99.153953,1024,14215.17066
96.888901,1024,14240.368524
95.307021,1024,14265.220082
96.641901,1024,14290.523006
94.222238,1024,14315.808921
93.31332,1024,14341.456142
96.476576,1024,14366.248644
94.733972,1024,14391.456025
97.91139,1024,14415.811224
95.718688,1024,14441.209216
96.099037,1024,14466.120886
95.604896,1024,14491.484804
91.891867,1024,14516.280395
88.869092,1024,14541.198986
95.652695,1024,14565.490672
98.930305,1024,14590.686507
94.405868,1024,14614.875595
98.568563,1024,14639.927307
96.383529,1024,14664.994046
97.355981,1024,14690.492059
97.421452,1024,14716.107162
94.194188,1024,14741.533193
91.895163,1024,14766.26668
96.582032,1024,14791.847752
96.955164,1024,14816.67329
102.132841,1024,14842.008251
96.62819,1024,14866.378475
95.423671,1024,14891.503225
98.865065,1024,14915.873474
95.792422,1024,14940.929711
98.002953,1024,14965.550142
97.598073,1024,14990.894086
101.072847,1024,15015.606564
98.27088,1024,15041.007507
97.146049,1024,15065.812032
93.919538,1024,15091.297035
104.356618,1024,15116.171633
97.750946,1024,15141.661676
98.989729,1024,15166.36013
101.090823,1024,15191.677068
99.3684,1024,15216.594677
101.457618,1024,15242.040661
92.436637,1024,15266.821181
94.16003,1024,15292.556365
105.615637,1024,15317.68515
94.124879,1024,15343.283247
95.849415,1024,15367.963675
100.47186,1024,15393.213497
98.632027,1024,15418.190142
98.242584,1024,15443.788227
101.039105,1024,15468.662831
99.087772,1024,15494.124845
95.223648,1024,15518.79829
100.976368,1024,15544.231257
97.754364,1024,15568.969747
100.612311,1024,15594.385702
99.153663,1024,15619.147182
100.075792,1024,15644.448116
98.281004,1024,15669.078538
98.057566,1024,15694.434462
99.417621,1024,15719.156928
99.015232,1024,15744.716007
97.420033,1024,15769.248381
96.769809,1024,15794.261059
101.459025,1024,15818.707329
97.831408,1024,15843.79356
105.041913,1024,15868.534082
102.095334,1024,15894.111281
99.359529,1024,15918.847698
101.783119,1024,15944.267664
100.026911,1024,15968.532806
103.822296,1024,15993.725604
101.249676,1024,16018.140402
99.091123,1024,16043.229113
100.746068,1024,16067.697411
97.189948,1024,16092.752165
101.50198,1024,16116.923228
101.167995,1024,16142.589493
104.580964,1024,16167.925463
102.115445,1024,16193.64025
97.596674,1024,16218.424814
99.282023,1024,16244.115978
95.955014,1024,16268.955559
100.557944,1024,16294.342493
99.195601,1024,16319.417208
100.810985,1024,16344.852177
102.695767,1024,16370.087066
98.888894,1024,16395.290873
103.348997,1024,16420.352578
104.584195,1024,16445.922642
101.567774,1024,16470.716221
101.682483,1024,16495.85398
97.519721,1024,16520.128129
97.713431,1024,16545.260155
100.632997,1024,16570.384905
99.317541,1024,16595.802843
102.578552,1024,16620.953596
100.053975,1024,16646.282512
100.863066,1024,16671.390264
98.958027,1024,16696.779248
98.259855,1024,16721.624793
98.09401,1024,16746.636082
99.628996,1024,16771.78776
99.930172,1024,16797.113652
100.909814,1024,16821.449884
101.917151,1024,16846.516577
104.07541,1024,16871.083946
102.091315,1024,16896.663058
102.793358,1024,16921.803321
101.498801,1024,16946.762415
100.654695,1024,16971.150644
104.235279,1024,16996.192348
98.760315,1024,17020.812729
102.277413,1024,17046.020537
101.106126,1024,17070.583969
104.529754,1024,17096.119528
102.256906,1024,17121.281318
103.167672,1024,17147.124645
100.910242,1024,17172.098329
103.886403,1024,17197.35523
102.595772,1024,17222.533123
100.230427,1024,17247.98915
100.611628,1024,17272.860829
102.643827,1024,17298.255769
102.485873,1024,17323.078365
100.416283,1024,17348.569628
101.097939,1024,17373.041917
104.461999,1024,17398.223707
105.170275,1024,17422.456913
101.130528,1024,17447.865931
107.525363,1024,17472.034004
97.63735,1024,17497.718269
102.32247,1024,17522.249598
99.16447,1024,17547.170217
102.79766,1024,17571.500426
102.604543,1024,17596.625176
106.909544,1024,17621.093475
101.687808,1024,17646.285867
100.656572,1024,17671.088384
101.386904,1024,17696.663465
102.183537,1024,17721.053811
104.762394,1024,17746.189581
108.247002,1024,17770.41068
104.477271,1024,17795.921715
104.901867,1024,17820.348465
101.424927,1024,17845.799465
104.923133,1024,17870.219717
104.376341,1024,17895.387497
102.72283,1024,17919.727705
100.612774,1024,17945.441876
104.039221,1024,17969.761111
104.55693,1024,17994.753258
102.33999,1024,18019.154496
103.385801,1024,18044.46838
99.791296,1024,18069.712274
101.010496,1024,18095.13023
103.731274,1024,18120.336092
105.082203,1024,18145.728078
106.495697,1024,18170.615178
106.231136,1024,18196.122197
106.119933,1024,18220.925706
106.120159,1024,18246.476786
103.372329,1024,18271.732649
100.027386,1024,18297.320803
104.338777,1024,18321.578941
103.803303,1024,18346.899835
104.094599,1024,18371.327612
108.936692,1024,18396.566429
104.416079,1024,18420.975689
106.698294,1024,18446.235518
109.796387,1024,18470.554712
108.857616,1024,18495.895614
105.313759,1024,18520.812218
111.503005,1024,18545.95054
108.387216,1024,18570.394824
103.436129,1024,18595.815783
107.5696,1024,18620.147986
107.465752,1024,18645.306764
105.339991,1024,18670.237482
105.930082,1024,18695.619414
106.754432,1024,18720.733284
105.517022,1024,18745.658893
105.335615,1024,18770.255269
105.678617,1024,18795.290956
107.9314,1024,18819.835316
106.894371,1024,18845.364339
105.990881,1024,18869.781595
104.226849,1024,18895.108534
108.413472,1024,18919.646921
105.957767,1024,18944.745681
100.594139,1024,18969.116898
109.763961,1024,18994.049511
108.384745,1024,19019.024218
106.565691,1024,19044.447239
107.010797,1024,19069.185723
110.006156,1024,19094.421955
108.60933,1024,19119.685833
105.29024,1024,19145.100945
107.359606,1024,19169.266004
108.871868,1024,19194.305694
103.906396,1024,19218.869177
106.957085,1024,19244.697303
105.062967,1024,19269.234192
110.386886,1024,19294.258931
107.562476,1024,19319.520791
107.043712,1024,19345.039805
103.256169,1024,19369.752263
107.909374,1024,19394.766965
100.177412,1024,19419.622622
108.58381,1024,19444.567767
110.00675,1024,19468.980072
108.197325,1024,19494.124854
112.703251,1024,19519.281628
107.301276,1024,19544.720626
111.687634,1024,19569.754312
107.729742,1024,19594.694966
108.092358,1024,19619.928814
111.731696,1024,19645.255778
106.705777,1024,19670.077336
108.947111,1024,19695.377227
109.905485,1024,19720.168761
106.634414,1024,19745.795973
111.265273,1024,19770.43538
112.697057,1024,19795.738761
110.108426,1024,19820.454294
109.79229,1024,19845.677197
111.84922,1024,19870.342712
113.88329,1024,19895.795751
103.606231,1024,19920.892523
111.017047,1024,19946.217486
109.501829,1024,19970.534665
111.591488,1024,19995.571859
111.481131,1024,20019.963098
113.418122,1024,20045.336081
110.862137,1024,20070.428851
111.880985,1024,20097.264815
109.775083,1024,20122.560685
107.150574,1024,20148.051684
111.963836,1024,20172.610061
109.029524,1024,20197.92999
110.820666,1024,20223.355987
111.742831,1024,20248.605875
112.918381,1024,20273.354412
115.43345,1024,20299.276792
114.101257,1024,20323.609005
110.245899,1024,20348.746224
109.976366,1024,20373.092418
109.20032,1024,20398.331287
108.41949,1024,20422.703519
112.361001,1024,20448.022471
111.037594,1024,20472.804094
109.448687,1024,20498.014897
113.038722,1024,20522.385418
108.69127,1024,20547.671302
109.530843,1024,20571.88039
110.23999,1024,20597.389437
109.475865,1024,20621.82971
111.115347,1024,20647.099575
112.689398,1024,20671.337698
115.611907,1024,20696.49849
113.948274,1024,20720.845691
107.812146,1024,20746.031483
113.651476,1024,20770.43273
112.40845,1024,20795.51545
110.865562,1024,20819.863658
111.257586,1024,20844.832303
116.237892,1024,20869.044415
112.732644,1024,20893.958242
113.63719,1024,20918.353478
114.627584,1024,20943.683372
107.912927,1024,20968.711079
112.30316,1024,20993.671734
115.205387,1024,21018.336234
105.933295,1024,21043.70417
111.019492,1024,21068.276287
116.114262,1024,21094.255694
116.340586,1024,21118.554942
111.587187,1024,21143.836803
110.207959,1024,21168.424173
113.160207,1024,21193.391812
105.409958,1024,21217.673966
109.95609,1024,21242.900816
111.155569,1024,21267.256113
112.574917,1024,21292.94719
116.421568,1024,21317.706718
109.622708,1024,21343.876239
115.205849,1024,21368.512702
109.24967,1024,21394.177948
112.559254,1024,21419.046029
109.043562,1024,21444.414965
112.630881,1024,21469.381596
114.328401,1024,21494.663561
112.706408,1024,21519.274956
111.509777,1024,21544.411714
113.896112,1024,21568.663847
104.260467,1024,21593.786615
115.554095,1024,21618.185944
111.62898,1024,21643.259656
112.37569,1024,21667.635889
114.958098,1024,21692.690576
114.068757,1024,21717.332001
111.688756,1024,21742.623937
112.697854,1024,21767.69067
115.204871,1024,21793.36695
114.089717,1024,21817.641169
111.054758,1024,21842.670848
111.830188,1024,21867.139133
115.945234,1024,21892.644191
115.942228,1024,21917.243569
116.726008,1024,21942.569524
114.729084,1024,21966.765692
116.813539,1024,21991.74434
113.728219,1024,22016.242659
115.889037,1024,22041.358403
115.165722,1024,22066.053872
117.565386,1024,22091.376827
112.556037,1024,22116.399497
115.198465,1024,22141.715298
116.490419,1024,22165.822315
118.822966,1024,22190.916064
113.977136,1024,22215.761632
114.073887,1024,22241.273019
112.96285,1024,22265.978514
114.117781,1024,22291.255402
117.15675,1024,22316.055933
110.70991,1024,22341.4649
114.506673,1024,22365.812104
112.488804,1024,22390.800831
116.085949,1024,22415.273119
117.416029,1024,22440.349891
115.325151,1024,22464.715104
112.156517,1024,22489.560656
118.294188,1024,22514.329219
115.349913,1024,22539.656967
116.472747,1024,22564.522578
114.883053,1024,22590.212733
115.148918,1024,22614.615974
118.973899,1024,22640.079999
112.650416,1024,22664.858515
113.395266,1024,22690.224455
48.613474,607,22705.015926
114.614579,1024,22729.931541
110.890229,1024,22755.278435
113.119104,1024,22780.188046
112.329953,1024,22806.315491
113.306009,1024,22830.883912
116.163809,1024,22856.846266
121.178963,1024,22881.6123
110.422599,1024,22906.860232
113.87529,1024,22931.10134
115.579302,1024,22956.106005
113.920387,1024,22980.280083
114.356746,1024,23005.86517
118.712506,1024,23030.54364
114.420019,1024,23056.332382
118.477453,1024,23081.027813
113.593687,1024,23107.307401
113.408477,1024,23131.662643
115.777015,1024,23156.646307
