loss_vf_loss,loss_ent,EpisodesSoFar,TimeElapsed,EpThisIter,EpLenMean,TimestepsSoFar,loss_kl,EpRewMean,loss_pol_entpen,ev_tdlam_before,loss_pol_surr
0.09024737,10.346274,176,2333.0802550315857,2,634.8,85764,0.018396258,17.256610672435208,0.0,0.019063234329223633,-0.05623418
0.11059384,10.307792,178,2383.2997341156006,2,645.91,87812,0.020257551,17.827598404320046,0.0,0.09287208318710327,-0.064546295
0.097721435,10.255879,180,2435.058892726898,2,656.88,89860,0.02018361,18.454425778273972,0.0,-0.11712956428527832,-0.061735146
0.11244689,10.220401,182,2486.3690881729126,2,669.47,91908,0.019794293,19.164799995286174,0.0,0.02155858278274536,-0.054667458
0.107287824,10.189725,184,2538.160766839981,2,682.16,93956,0.022146001,19.938356236272895,0.0,0.04006922245025635,-0.059202135
0.12026219,10.165343,186,2589.4995682239532,2,694.5,96004,0.018606925,20.655352548870905,0.0,0.07648122310638428,-0.059200384
0.14222115,10.150379,188,2640.904732465744,2,706.61,98052,0.017006144,21.35848809958262,0.0,-0.034284114837646484,-0.058981847
0.12235465,10.119242,190,2691.267635822296,2,718.59,100100,0.019575886,22.140516199677673,0.0,-0.08616483211517334,-0.058297064
0.13538803,10.092712,192,2741.7824227809906,2,732.8,102148,0.01958914,23.043011916296283,0.0,-0.01042163372039795,-0.057301078
0.1552573,10.068798,194,2791.8628561496735,2,744.62,104196,0.021277968,23.86148886816631,0.0,0.052118122577667236,-0.058231987
0.13482396,10.031432,196,2842.6589291095734,2,755.77,106244,0.019321527,24.625693876133933,0.0,0.0009821653366088867,-0.056253098
0.14293206,9.995707,198,2892.445263147354,2,767.59,108292,0.019920375,25.447277332445697,0.0,0.048682332038879395,-0.056747448
0.15617368,9.962116,200,2942.5839047431946,2,778.57,110340,0.016548363,26.332777769662993,0.0,0.043373703956604004,-0.05696073
0.24236332,9.932769,202,2992.2320206165314,2,783.04,111827,0.023831716,26.621932034299437,0.0,-0.030192017555236816,-0.0605003
0.17013471,9.949268,204,3042.049277305603,2,792.74,113875,0.020632448,27.441064196186563,0.0,-0.16979360580444336,-0.05868825
0.21968395,9.897794,206,3092.1126520633698,2,804.83,115867,0.019065147,28.166969769482307,0.0,0.00884103775024414,-0.060433395
0.18758662,9.869323,208,3142.2050404548645,2,816.41,117915,0.022443322,29.02006249334102,0.0,-0.17688119411468506,-0.05584877
0.17671135,9.843385,210,3192.2480895519257,2,825.49,119963,0.021521928,29.756432158539614,0.0,0.010239362716674805,-0.05546217
0.16669172,9.794606,212,3242.441550016403,2,835.04,122011,0.019624036,30.50529945065885,0.0,0.017245054244995117,-0.056961663
0.18662734,9.79134,214,3292.015601158142,2,847.18,124059,0.021641785,31.35433464378805,0.0,-0.007469058036804199,-0.058602087
0.16976525,9.7803135,216,3342.6413955688477,2,859.3,126107,0.018838488,32.2572814622444,0.0,0.04886889457702637,-0.05471779
0.30597088,9.809947,219,3393.526371717453,3,870.86,128706,0.02191056,33.28133745546737,0.0,0.09525293111801147,-0.059545998
0.21524897,9.854615,221,3443.903979063034,2,883.74,130754,0.01908798,34.111131609353166,0.0,0.1790364384651184,-0.06709898
0.21193208,9.797395,223,3494.5118033885956,2,888.56,132802,0.021933341,34.75093915675913,0.0,-0.016545414924621582,-0.054591037
0.18794498,9.779348,225,3544.5722358226776,2,900.27,134850,0.019948794,35.61166298799935,0.0,0.042806148529052734,-0.058873978
0.2734259,9.727844,227,3594.8990335464478,2,907.03,136320,0.02204106,36.062878357044724,0.0,0.051386356353759766,-0.056780778
0.34675786,9.72346,230,3645.729055404663,3,915.34,138841,0.022536585,36.906244165616,0.0,0.3446922302246094,-0.061444744
0.1851319,9.681356,232,3695.8474617004395,2,926.11,140889,0.023949886,37.75499104374662,0.0,-0.2308727502822876,-0.06359869
0.19118401,9.647523,234,3746.0834670066833,2,936.22,142937,0.021140665,38.6325030998865,0.0,0.046815335750579834,-0.05688852
0.20440641,9.590177,236,3796.542192697525,2,941.5,144985,0.018698923,39.3128988327726,0.0,-0.025426387786865234,-0.057415403
0.27651012,9.603421,238,3846.9439084529877,2,942.77,146553,0.022027971,39.64026084033322,0.0,0.07897496223449707,-0.057405245
0.20312616,9.573792,240,3897.641758441925,2,952.61,148601,0.022402205,40.51225816736344,0.0,-0.232674241065979,-0.057033774
0.18415484,9.536856,242,3948.4156262874603,2,960.66,150649,0.019769756,41.26551734631368,0.0,0.023334205150604248,-0.058289453
0.21271718,9.51366,244,3998.760241985321,2,965.84,152697,0.02196154,41.9327488314342,0.0,-0.10873031616210938,-0.057035923
0.18712091,9.493436,246,4048.909670352936,2,974.71,154745,0.021081457,42.79098354549758,0.0,0.012822985649108887,-0.052466124
0.2057821,9.449096,248,4099.062637090683,2,978.65,156793,0.01915521,43.41200565405324,0.0,0.04106646776199341,-0.05640907
0.21977647,9.4088545,250,4149.626489400864,2,979.65,158841,0.022478769,43.955613825937725,0.0,0.032419025897979736,-0.058036905
0.22695498,9.391969,252,4199.320613384247,2,985.66,160889,0.02191975,44.720679243904584,0.0,-0.001990199089050293,-0.056758363
0.34293982,9.374132,255,4250.0214631557465,3,978.72,163211,0.021290068,44.86915689069055,0.0,-0.05927097797393799,-0.061490946
0.22443849,9.323546,257,4300.383820772171,2,983.94,165259,0.024526736,45.604638533827504,0.0,-0.27264201641082764,-0.058888342
0.20863461,9.278927,259,4351.750121593475,2,986.54,167307,0.020586232,46.20116128429521,0.0,0.010278284549713135,-0.053912558
0.22329773,9.246219,261,4402.41020154953,2,986.54,169355,0.021614112,46.677653231135885,0.0,-0.044611334800720215,-0.054331522
0.20697688,9.252553,263,4452.795905828476,2,986.54,171403,0.01951981,47.13702142525139,0.0,0.015277683734893799,-0.051405635
0.24084857,9.227953,265,4503.448689222336,2,986.54,173451,0.019492585,47.63820601672942,0.0,-0.030287504196166992,-0.054512672
0.21474586,9.194692,267,4554.014410972595,2,989.51,175499,0.020255767,48.20129110029549,0.0,-0.07366478443145752,-0.04647407
0.2514028,9.156207,269,4604.752373456955,2,989.51,177547,0.019880688,48.66748503352142,0.0,-0.020041942596435547,-0.0558714
0.23627575,9.078959,271,4655.011009216309,2,989.51,179595,0.02167009,49.10725907919453,0.0,0.013592779636383057,-0.05624755
0.24276182,9.017208,273,4705.097393274307,2,989.51,181643,0.02004876,49.485202843944265,0.0,-0.06265926361083984,-0.057943158
0.22247835,8.968645,275,4755.783292531967,2,989.51,183691,0.018643674,49.90426100160435,0.0,-0.047244906425476074,-0.05233104
0.23423038,8.916538,277,4806.201946735382,2,989.51,185739,0.020842664,50.35540612149092,0.0,0.013977229595184326,-0.054284453
0.27086946,8.903608,279,4857.171046972275,2,987.08,187544,0.021423746,50.4284582108644,0.0,0.04242813587188721,-0.062447492
0.4170115,8.891965,282,4907.604726791382,3,982.01,190109,0.022817668,50.51994076970767,0.0,0.25422030687332153,-0.06465782
0.2483036,8.869778,284,4957.892357587814,2,982.01,192157,0.022201693,50.75486365261868,0.0,-0.14000892639160156,-0.05890947
0.23875877,8.803647,286,5007.520505189896,2,982.01,194205,0.021171516,51.11365519976286,0.0,-0.0319293737411499,-0.054992583
0.24604446,8.77362,288,5056.92641043663,2,982.01,196253,0.020019984,51.45853200945904,0.0,0.00907444953918457,-0.05361166
0.23840915,8.726973,290,5106.650582075119,2,982.01,198301,0.01954217,51.791461814107734,0.0,0.006953239440917969,-0.05542886
0.25633067,8.675632,292,5156.537823677063,2,982.01,200349,0.018964954,52.14074644995807,0.0,0.07808548212051392,-0.05448194
0.2629321,8.638594,294,5206.983995437622,2,982.01,202397,0.018661516,52.45925739480319,0.0,0.049989402294158936,-0.054032788
0.27826625,8.62718,296,5257.877081632614,2,982.01,204445,0.025763258,52.73869876431746,0.0,0.02574557065963745,-0.052868735
0.26745462,8.616882,298,5308.212641716003,2,982.01,206493,0.01727255,53.01981106523022,0.0,0.04625624418258667,-0.053598113
0.2507939,8.579327,300,5359.1777448654175,2,982.01,208541,0.02161994,53.22776040925796,0.0,0.00823909044265747,-0.054688267
0.25119334,8.528629,302,5410.873241901398,2,987.62,210589,0.019690294,53.96800269694621,0.0,-0.0142822265625,-0.049274884
0.2526608,8.513398,304,5460.78555059433,2,987.62,212637,0.020756945,54.1371014022086,0.0,-0.0025404691696166992,-0.051962536
0.25640652,8.504961,306,5511.331307888031,2,988.18,214685,0.020491814,54.552703228473895,0.0,-0.0485537052154541,-0.054604188
0.27306253,8.486202,308,5561.356155395508,2,988.18,216733,0.020977424,54.790040660824,0.0,-0.029258370399475098,-0.05384142
0.2622061,8.491014,310,5611.617670059204,2,988.18,218781,0.020355217,55.02662861702882,0.0,-0.059996724128723145,-0.05717229
0.26414815,8.4470825,312,5661.848322868347,2,988.18,220829,0.022340558,55.282633535666456,0.0,-0.009441256523132324,-0.057861317
0.27822113,8.41411,314,5711.321273088455,2,988.18,222877,0.018703677,55.546774834142774,0.0,-0.007383227348327637,-0.056270882
0.25265446,8.343945,316,5761.399190664291,2,988.18,224925,0.018941863,55.83058102346085,0.0,0.038522183895111084,-0.05413785
0.28831747,8.314467,318,5811.172448635101,2,988.18,226973,0.020293865,56.02846439743306,0.0,-0.005531668663024902,-0.055048265
0.26722234,8.314395,320,5861.515073060989,2,992.91,229021,0.022124225,56.78916558029187,0.0,-0.02109813690185547,-0.053280063
0.2801838,8.259691,322,5912.700545787811,2,992.91,231069,0.021404358,57.057247645891245,0.0,-0.004129886627197266,-0.055802133
0.28206605,8.262605,324,5962.9135818481445,2,992.91,233117,0.020168586,57.28368053338289,0.0,-0.01270902156829834,-0.057977054
0.28987524,8.187772,326,6013.59139919281,2,998.69,235165,0.021939786,57.99679724986391,0.0,-0.017668843269348145,-0.054835275
0.29768112,8.154934,328,6064.392415523529,2,998.69,237213,0.02467158,58.26636201838599,0.0,0.004936814308166504,-0.055255737
0.30680725,8.108476,330,6113.980961799622,2,1004.2,239261,0.024671884,58.979110605519445,0.0,0.01138317584991455,-0.05409778
0.2981509,8.072155,332,6164.008359193802,2,1004.2,241309,0.021201994,59.264832493570545,0.0,-0.0074007511138916016,-0.052746415
0.28786606,8.042739,334,6214.675206899643,2,1004.2,243357,0.02115502,59.49113197579673,0.0,0.02930551767349243,-0.054832622
0.29273435,7.9937596,336,6264.9847638607025,2,1004.2,245405,0.021952705,59.78641615255879,0.0,0.04510408639907837,-0.050879095
0.30841425,7.991909,338,6314.88316321373,2,1009.0,247453,0.022176117,60.348711955976796,0.0,-0.015633702278137207,-0.052592907
0.2932989,7.9682283,340,6365.026695013046,2,1009.0,249501,0.024567401,60.54119550610257,0.0,-0.026390552520751953,-0.049514335
0.29007208,7.94687,342,6414.557687520981,2,1009.0,251549,0.023197806,60.79084834468622,0.0,-0.03599274158477783,-0.053070284
0.2958807,7.9287453,344,6464.138834953308,2,1009.0,253597,0.026737567,61.06497520908735,0.0,-0.0009212493896484375,-0.05339188
0.29171875,7.902584,346,6513.843948125839,2,1009.0,255645,0.019828828,61.295407891329276,0.0,-0.00490260124206543,-0.0531022
0.30119908,7.888073,348,6563.741276979446,2,1009.0,257693,0.021785926,61.50849923884588,0.0,-0.004653573036193848,-0.053517547
0.2816548,7.8269844,350,6614.082795143127,2,1009.0,259741,0.022018453,61.68702503392514,0.0,0.015430331230163574,-0.057541076
0.32372233,7.8163633,352,6665.031864404678,2,1009.0,261789,0.025377732,61.89423357150033,0.0,0.0017462968826293945,-0.05780976
0.31941313,7.7928123,354,6714.862090110779,2,1016.5,263837,0.02551938,62.65946962998672,0.0,0.01756817102432251,-0.054173417
0.3065135,7.7574463,356,6764.633304834366,2,1016.5,265885,0.023721952,62.87107629804704,0.0,0.04943656921386719,-0.05563623
0.304718,7.7206106,358,6814.427036523819,2,1016.5,267933,0.022177737,63.11457309539644,0.0,0.0249406099319458,-0.05408846
0.3157594,7.6628294,360,6864.87068104744,2,1016.5,269981,0.02304473,63.377584636131985,0.0,0.00012093782424926758,-0.060873255
0.31288022,7.6516447,362,6914.9050760269165,2,1016.5,272029,0.02179721,63.539763831887655,0.0,-0.02771317958831787,-0.05166559
0.31262076,7.629017,364,6964.706259727478,2,1016.5,274077,0.021768473,63.83917825740351,0.0,0.01460963487625122,-0.052093644
0.32016858,7.5753636,366,7014.019402980804,2,1016.5,276125,0.024547458,63.987530013664745,0.0,-0.06482338905334473,-0.057226926
0.31232092,7.533307,368,7063.655490159988,2,1016.5,278173,0.022777025,64.16753736425214,0.0,-0.036611080169677734,-0.05505628
0.29421476,7.4866447,370,7113.611896514893,2,1016.5,280221,0.025320934,64.38769161486105,0.0,-0.029156804084777832,-0.05463477
0.30927855,7.484955,372,7164.291303396225,2,1016.5,282269,0.024479145,64.65538931859227,0.0,-0.01835310459136963,-0.05505816
0.34773394,7.493424,374,7214.982177734375,2,1013.86,284053,0.022040887,64.49175766145669,0.0,-0.055411577224731445,-0.05900183
0.30600047,7.479489,376,7265.659010410309,2,1013.86,286101,0.026035614,64.7018277031876,0.0,-0.17421209812164307,-0.054886557
0.3019795,7.4600105,378,7316.243744850159,2,1016.29,288149,0.024954865,65.10552106656881,0.0,0.06844544410705566,-0.060838815
0.3100079,7.4384317,380,7366.554433345795,2,1016.29,290197,0.02461746,65.39601018351776,0.0,0.032451510429382324,-0.054857757
0.32126868,7.3989253,382,7416.389646291733,2,1021.36,292245,0.025373433,66.02061958438213,0.0,-0.07709693908691406,-0.061107922
0.34651837,7.4031334,384,7465.948656320572,2,1021.36,294293,0.025822954,66.30151052038394,0.0,-0.01298677921295166,-0.05422785
0.3086349,7.404647,386,7516.083088874817,2,1021.36,296341,0.023900878,66.48725256768813,0.0,-0.010720014572143555,-0.052566104
0.33513346,7.364991,388,7566.400668382645,2,1021.36,298389,0.024358287,66.68703833475534,0.0,-0.0031353235244750977,-0.05558492
0.32914048,7.321369,390,7617.092480659485,2,1021.36,300437,0.024041578,66.89712099367819,0.0,-0.05564248561859131,-0.052756015
0.32630467,7.3289037,392,7667.441051721573,2,1021.36,302485,0.024881614,67.03446407079109,0.0,-0.046346426010131836,-0.050443433
0.34180576,7.2755923,394,7716.900517702103,2,1021.36,304533,0.025041185,67.13486560850365,0.0,0.0008757710456848145,-0.054667067
0.33767146,7.232605,396,7767.112002849579,2,1021.36,306581,0.025692584,67.36788063184109,0.0,-0.005395650863647461,-0.056612197
0.33161652,7.195004,398,7816.949216365814,2,1021.36,308629,0.025564482,67.5314816661271,0.0,0.06581521034240723,-0.056003895
0.34611392,7.1845083,400,7866.851526021957,2,1021.36,310677,0.021328038,67.69413947617616,0.0,-0.04130220413208008,-0.052652538
0.37149224,7.1299906,402,7917.193172454834,2,1021.36,312725,0.022345707,67.8706876105975,0.0,-0.013685941696166992,-0.056631196
0.2999038,7.080993,404,7967.384726524353,2,1021.36,314773,0.02337945,68.12186080491105,0.0,-0.005895495414733887,-0.059402917
0.3391975,7.0527496,406,8017.624291419983,2,1021.36,316821,0.02314695,68.27435061204446,0.0,-0.06628787517547607,-0.058921706
0.34031573,7.028661,408,8067.854068517685,2,1021.36,318869,0.027271321,68.47225841721178,0.0,-0.03738820552825928,-0.055309944
0.33052343,6.9800262,410,8118.17266702652,2,1021.36,320917,0.024278013,68.67483598239744,0.0,0.08145415782928467,-0.05910193
0.35810137,6.961163,412,8167.869787454605,2,1021.36,322965,0.022912864,68.8887525434308,0.0,-0.02505946159362793,-0.0585996
0.38098246,6.947636,414,8217.539969682693,2,1021.36,325013,0.023007076,69.1374918871237,0.0,-0.05712389945983887,-0.058025915
0.3518046,6.889037,416,8267.871097564697,2,1021.36,327061,0.022632886,69.31446239721987,0.0,-0.017821192741394043,-0.058762204
0.36106625,6.8701525,418,8317.697383403778,2,1021.36,329109,0.023444505,69.42277419456492,0.0,-0.05700385570526123,-0.05393017
0.3758545,6.8194118,420,8367.828835964203,2,1021.36,331157,0.022760713,69.56329135971735,0.0,-0.05529153347015381,-0.05545621
0.36026084,6.772004,422,8418.038350105286,2,1021.36,333205,0.024353292,69.70792739438926,0.0,0.009881377220153809,-0.053161915
0.35635343,6.741635,424,8467.723551511765,2,1021.36,335253,0.02136177,69.89337147371577,0.0,-0.045625925064086914,-0.050787117
0.3403152,6.694352,426,8518.637617349625,2,1021.36,337301,0.021572594,70.07740846165275,0.0,-0.010693192481994629,-0.05282919
0.3652675,6.6530924,428,8569.365577697754,2,1021.36,339349,0.026173014,70.18901663626637,0.0,-0.03637862205505371,-0.051906195
0.36960146,6.583263,430,8619.620627880096,2,1021.36,341397,0.027070109,70.30033104597973,0.0,-0.012582182884216309,-0.051898967
0.351736,6.536056,432,8669.945204734802,2,1021.36,343445,0.024368308,70.45751706318589,0.0,-0.016644716262817383,-0.054200083
0.34713003,6.4827995,434,8720.486947059631,2,1021.36,345493,0.026083173,70.54032857301135,0.0,0.053447067737579346,-0.05413796
0.36162114,6.4440928,436,8771.194788455963,2,1021.36,347541,0.02855825,70.61470354471743,0.0,0.006121575832366943,-0.051717844
0.36055896,6.464232,438,8820.7858273983,2,1021.36,349589,0.022442611,70.83026482955106,0.0,0.0020897984504699707,-0.05255934
0.33639625,6.440685,440,8871.211470842361,2,1021.36,351637,0.028593281,71.02228729779613,0.0,-0.0003777742385864258,-0.05415758
0.3920655,6.4310765,442,8921.955320596695,2,1021.36,353685,0.026729176,71.22138236702509,0.0,-0.01214134693145752,-0.057813082
0.3681486,6.363814,444,8972.561089038849,2,1021.36,355733,0.031562034,71.40666123302543,0.0,0.03411459922790527,-0.05158027
0.38713533,6.339512,446,9022.93673992157,2,1021.36,357781,0.023241887,71.62400882586817,0.0,-0.014144420623779297,-0.057411853
0.381924,6.317825,448,9072.984260082245,2,1021.36,359829,0.028700655,71.89159722723583,0.0,0.015871405601501465,-0.05236333
0.40212926,6.274261,450,9122.51829123497,2,1021.36,361877,0.025140092,72.06496288627662,0.0,0.012077510356903076,-0.054309152
0.3747636,6.2454185,452,9172.706290006638,2,1021.36,363925,0.024269378,72.27152088322013,0.0,0.02316570281982422,-0.052116353
0.4013383,6.2043047,454,9223.300055980682,2,1021.36,365973,0.023126673,72.53015193251629,0.0,-0.00660550594329834,-0.052912068
0.4020406,6.1850176,456,9273.285305023193,2,1021.36,368021,0.03135402,72.69360181306347,0.0,0.02644401788711548,-0.04863106
0.39639133,6.1642103,458,9323.400765657425,2,1021.36,370069,0.025924178,72.89351901374866,0.0,-0.011768460273742676,-0.05268854
0.41137898,6.1330247,460,9373.400203227997,2,1021.36,372117,0.028650902,73.00250304713983,0.0,0.0005787014961242676,-0.050756954
0.36875525,6.122951,462,9423.713828086853,2,1021.36,374165,0.027122024,73.11880242117424,0.0,0.011437296867370605,-0.050251987
0.41280246,6.063173,464,9473.618154525757,2,1021.36,376213,0.030490274,73.21695114226651,0.0,-0.010210990905761719,-0.052981436
0.4109565,6.034992,466,9523.72472167015,2,1021.36,378261,0.028618826,73.44409659320439,0.0,-0.04426991939544678,-0.054402135
0.4037655,6.005122,468,9573.569971323013,2,1021.36,380309,0.023636594,73.64022396054703,0.0,-0.02572762966156006,-0.056000013
0.39723602,5.9600205,470,9623.626420021057,2,1021.36,382357,0.028909473,73.83256155216391,0.0,-0.013196110725402832,-0.05179751
0.4131903,5.9561043,472,9673.036325931549,2,1021.36,384405,0.02900567,73.98796003872026,0.0,-0.007609009742736816,-0.05228844
0.4208107,5.892848,474,9723.44405412674,2,1024.0,386453,0.026650317,74.53616573907811,0.0,-0.01660466194152832,-0.05615556
0.39686975,5.8370824,476,9774.012786865234,2,1024.0,388501,0.025100349,74.75095455352765,0.0,0.04009765386581421,-0.057569012
0.3987578,5.8066707,478,9823.803001403809,2,1024.0,390549,0.027385158,74.96166558179378,0.0,-0.01644909381866455,-0.05287981
0.40673247,5.7723494,480,9874.14964556694,2,1024.0,392597,0.026659876,75.09209273189371,0.0,-0.03907155990600586,-0.053479962
0.4149178,5.748449,482,9923.38642835617,2,1024.0,394645,0.027113946,75.32789711383148,0.0,-0.01509082317352295,-0.054608785
0.42106485,5.730391,484,9972.938516616821,2,1024.0,396693,0.03287265,75.52090200926905,0.0,0.010097265243530273,-0.05227663
0.39729825,5.694173,486,10023.61835861206,2,1024.0,398741,0.029951427,75.67468813942769,0.0,0.02954477071762085,-0.0523571
0.43070343,5.6677446,488,10073.414754390717,2,1024.0,400789,0.026300495,75.90983505062947,0.0,-0.05618143081665039,-0.054040264
0.4102933,5.6341996,490,10122.883998155594,2,1024.0,402837,0.02379675,76.04056994868401,0.0,-0.006395697593688965,-0.054880343
0.41703117,5.6033216,492,10172.663197755814,2,1024.0,404885,0.025617048,76.23092964661738,0.0,0.02729278802871704,-0.055244766
0.42119765,5.608064,494,10222.848693609238,2,1024.0,406933,0.026640464,76.40078769753318,0.0,-0.0315706729888916,-0.051630776
0.4118275,5.5862174,496,10272.488883256912,2,1024.0,408981,0.02488056,76.55886939865191,0.0,-0.0008823871612548828,-0.05076943
0.42595825,5.583995,498,10322.019874334335,2,1024.0,411029,0.027579006,76.76521550062091,0.0,0.011713981628417969,-0.056921855
0.46992016,5.559139,500,10372.07536149025,2,1024.0,413077,0.025142586,76.98913955123348,0.0,-0.006096005439758301,-0.058659337
0.42192978,5.5668693,502,10423.04245376587,2,1024.0,415125,0.034359064,77.22719293985291,0.0,0.007366657257080078,-0.052433018
0.44510213,5.525894,504,10473.356005907059,2,1024.0,417173,0.03114011,77.38841936214912,0.0,-0.025609731674194336,-0.054320406
0.40767545,5.5005746,506,10523.742675065994,2,1024.0,419221,0.027248057,77.57400790926015,0.0,0.002523064613342285,-0.054658737
0.42767292,5.4512124,508,10574.170387983322,2,1024.0,421269,0.026950339,77.74698223294311,0.0,-0.04387557506561279,-0.054549523
0.45490828,5.4435563,510,10624.739616394043,2,1024.0,423317,0.028866068,77.88577451479252,0.0,0.016715943813323975,-0.06344187
0.45972803,5.4009967,512,10674.659935474396,2,1024.0,425365,0.02667016,78.04347213090702,0.0,-0.02040839195251465,-0.05528546
0.42473727,5.3555923,514,10724.229954481125,2,1024.0,427413,0.025889274,78.20035080111602,0.0,-0.03884243965148926,-0.05381127
0.42880538,5.3359056,516,10774.502076148987,2,1024.0,429461,0.030046243,78.34127491407153,0.0,-0.024545788764953613,-0.053193238
