Wall time,Step,Value
1534013167.5108516,1,234.375
1534013218.5311954,2,244.5
1534013270.645354,3,242.63999938964844
1534013321.4866495,4,251.71875
1534013372.019423,5,256.30767822265625
1534013426.092635,6,262.86956787109375
1534013499.5205956,7,269.3396301269531
1534013554.3574016,8,277.0
1534013608.2156873,9,284.140625
1534013660.07368,10,289.94287109375
1534013712.7566998,11,293.2105407714844
1534013774.0777826,12,303.04937744140625
1534013831.4084735,13,308.7674560546875
1534013893.7052393,14,314.3736267089844
1534013950.8536327,15,319.4479064941406
1534014008.2778986,16,324.8299865722656
1534014066.7335525,17,336.989990234375
1534014128.4451306,18,343.989990234375
1534014189.2102084,19,355.6000061035156
1534014244.8604348,20,365.44000244140625
1534014303.1620004,21,372.260009765625
1534014362.4576244,22,387.57000732421875
1534014420.694944,23,396.05999755859375
1534014481.06787,24,405.1400146484375
1534014542.6747725,25,416.80999755859375
1534014612.0378208,26,427.82000732421875
1534014666.721341,27,436.510009765625
1534014722.254135,28,451.82000732421875
1534014770.9792435,29,462.0899963378906
1534014826.2697227,30,476.44000244140625
1534014878.2668018,31,490.1600036621094
1534014933.4775505,32,503.1700134277344
1534014985.051251,33,511.69000244140625
1534015038.03047,34,523.0999755859375
1534015088.8250194,35,535.8200073242188
1534015139.3851304,36,548.6500244140625
1534015191.0372431,37,566.75
1534015242.5386262,38,580.0999755859375
1534015294.2957873,39,593.239990234375
1534015345.5280466,40,605.8499755859375
1534015396.3970404,41,619.5499877929688
1534015447.0203743,42,634.7999877929688
1534015497.2408557,43,645.9099731445312
1534015548.999012,44,656.8800048828125
1534015600.3102086,45,669.469970703125
1534015652.100886,46,682.1599731445312
1534015703.4396875,47,694.5
1534015754.8458538,48,706.6099853515625
1534015805.208756,49,718.5900268554688
1534015855.722542,50,732.7999877929688
1534015905.8029754,51,744.6199951171875
1534015956.600048,52,755.77001953125
1534016006.3863838,53,767.5900268554688
1534016056.524024,54,778.5700073242188
1534016106.17214,55,783.0399780273438
1534016155.9893966,56,792.739990234375
1534016206.0527713,57,804.8300170898438
1534016256.1451597,58,816.4099731445312
1534016306.1892102,59,825.489990234375
1534016356.3816693,60,835.0399780273438
1534016405.9557204,61,847.1799926757812
1534016456.5815148,62,859.2999877929688
1534016507.4805024,63,870.8599853515625
1534016557.8440983,64,883.739990234375
1534016608.4519227,65,888.5599975585938
1534016658.512355,66,900.27001953125
1534016708.8391528,67,907.030029296875
1534016759.6691747,68,915.3400268554688
1534016809.787581,69,926.1099853515625
1534016860.0235863,70,936.219970703125
1534016910.482312,71,941.5
1534016960.8840277,72,942.77001953125
1534017011.5828795,73,952.6099853515625
1534017062.3557456,74,960.6599731445312
1534017112.7003613,75,965.8400268554688
1534017162.850789,76,974.7100219726562
1534017213.0027564,77,978.6500244140625
1534017263.5676088,78,979.6500244140625
1534017313.2607327,79,985.6599731445312
1534017363.9625828,80,978.719970703125
1534017414.3249385,81,983.9400024414062
1534017465.6912398,82,986.5399780273438
1534017516.3503208,83,986.5399780273438
1534017566.736025,84,986.5399780273438
1534017617.389811,85,986.5399780273438
1534017667.9555328,86,989.510009765625
1534017718.6924927,87,989.510009765625
1534017768.9521291,88,989.510009765625
1534017819.0375125,89,989.510009765625
1534017869.7234118,90,989.510009765625
1534017920.142066,91,989.510009765625
1534017971.1111662,92,987.0800170898438
1534018021.544846,93,982.010009765625
1534018071.8324769,94,982.010009765625
1534018121.4606245,95,982.010009765625
1534018170.8665297,96,982.010009765625
1534018220.5917017,97,982.010009765625
1534018270.4789448,98,982.010009765625
1534018320.9241147,99,982.010009765625
1534018371.817201,100,982.010009765625
1534018422.152761,101,982.010009765625
1534018473.1188643,102,982.010009765625
1534018524.8133612,103,987.6199951171875
1534018574.7266698,104,987.6199951171875
1534018625.272428,105,988.1799926757812
1534018675.2962747,106,988.1799926757812
1534018725.5577893,107,988.1799926757812
1534018775.7884421,108,988.1799926757812
1534018825.2613924,109,988.1799926757812
1534018875.33931,110,988.1799926757812
1534018925.112568,111,988.1799926757812
1534018975.4551923,112,992.9099731445312
1534019026.640665,113,992.9099731445312
1534019076.8547022,114,992.9099731445312
1534019127.5315185,115,998.6900024414062
1534019178.3325348,116,998.6900024414062
1534019227.921081,117,1004.2000122070312
1534019277.9484785,118,1004.2000122070312
1534019328.6163254,119,1004.2000122070312
1534019378.9258845,120,1004.2000122070312
1534019428.8232825,121,1009.0
1534019478.9678152,122,1009.0
1534019528.4978068,123,1009.0
1534019578.079955,124,1009.0
1534019627.7840674,125,1009.0
1534019677.6813962,126,1009.0
1534019728.023916,127,1009.0
1534019778.972984,128,1009.0
1534019828.8022094,129,1016.5
1534019878.573424,130,1016.5
1534019928.3671558,131,1016.5
1534019978.811802,132,1016.5
1534020028.8461962,133,1016.5
1534020078.646379,134,1016.5
1534020127.9605255,135,1016.5
1534020177.5956094,136,1016.5
1534020227.5520158,137,1016.5
1534020278.2314227,138,1016.5
1534020328.922297,139,1013.8599853515625
1534020379.6001284,140,1013.8599853515625
1534020430.183864,141,1016.2899780273438
1534020480.4945526,142,1016.2899780273438
1534020530.3297656,143,1021.3599853515625
1534020579.8897765,144,1021.3599853515625
1534020630.0232081,145,1021.3599853515625
1534020680.341789,146,1021.3599853515625
1534020731.0336022,147,1021.3599853515625
1534020781.381171,148,1021.3599853515625
1534020830.840637,149,1021.3599853515625
1534020881.0531206,150,1021.3599853515625
1534020930.8893356,151,1021.3599853515625
1534020980.792647,152,1021.3599853515625
1534021031.1332917,153,1021.3599853515625
1534021081.3248458,154,1021.3599853515625
1534021131.5644107,155,1021.3599853515625
1534021181.7951887,156,1021.3599853515625
1534021232.1127863,157,1021.3599853515625
1534021281.8099067,158,1021.3599853515625
1534021331.4810877,159,1021.3599853515625
1534021381.8112168,160,1021.3599853515625
1534021431.6375027,161,1021.3599853515625
1534021481.7699575,162,1021.3599853515625
1534021531.9784694,163,1021.3599853515625
1534021581.6636708,164,1021.3599853515625
1534021632.5777366,165,1021.3599853515625
1534021683.305697,166,1021.3599853515625
1534021733.5607471,167,1021.3599853515625
1534021783.885324,168,1021.3599853515625
1534021834.4270663,169,1021.3599853515625
1534021885.1359076,170,1021.3599853515625
1534021934.7259467,171,1021.3599853515625
1534021985.15159,172,1021.3599853515625
1534022035.8954399,173,1021.3599853515625
