Wall time,Step,Value
1537442845.708883,1,6.122010707855225
1537442919.910474,2,4.384994029998779
1537443096.131039,3,3.619452953338623
1537443232.610816,4,4.158714771270752
1537443547.3977,5,4.448554039001465
1537443750.7391,6,5.135693073272705
1537443811.8304498,7,5.20755672454834
1537443871.3060338,8,5.338925838470459
1537443930.660156,9,5.458096027374268
1537443989.275601,10,5.6688995361328125
1537444047.2898428,11,6.237645149230957
1537444109.4505641,12,6.647162914276123
1537444171.1314292,13,6.945773601531982
1537444231.1590269,14,7.576704502105713
1537444295.432791,15,7.867739677429199
1537444362.0839272,16,8.522997856140137
1537444425.1152399,17,8.785492897033691
1537444485.8518322,18,9.125624656677246
1537444552.686295,19,9.670838356018066
1537444619.9111161,20,10.092453002929688
1537444695.170944,21,10.452046394348145
1537444752.997477,22,10.737408638000488
1537444814.987527,23,11.01722240447998
1537444879.369866,24,11.354637145996094
1537444940.804084,25,11.910913467407227
1537445004.7893171,26,12.406420707702637
1537445069.445086,27,12.866701126098633
1537445133.97293,28,13.418207168579102
1537445194.555508,29,14.052679061889648
1537445255.511932,30,14.788249969482422
1537445321.6753979,31,15.22390079498291
1537445383.5268779,32,15.82036018371582
1537445445.2247732,33,16.581815719604492
1537445515.7993689,34,17.438756942749023
1537445599.9213681,35,17.715925216674805
1537445661.153878,36,18.481786727905273
1537445717.780679,37,19.546234130859375
1537445773.7414742,38,19.913761138916016
1537445830.5816371,39,20.63419532775879
1537445886.556621,40,21.136608123779297
1537445943.597986,41,21.972291946411133
1537446000.67344,42,22.88138198852539
1537446057.530586,43,23.851573944091797
1537446115.323477,44,25.025665283203125
1537446172.8928242,45,26.033161163330078
1537446230.877512,46,26.891094207763672
1537446287.990156,47,27.530763626098633
1537446345.707645,48,28.37088966369629
1537446403.2773252,49,29.23516273498535
1537446459.880055,50,30.09452247619629
1537446516.9952939,51,30.831491470336914
1537446574.265079,52,31.654094696044922
1537446631.4575381,53,32.06270217895508
1537446688.387017,54,33.15095138549805
1537446746.139123,55,33.494483947753906
1537446803.711884,56,33.977996826171875
1537446862.9643478,57,34.874507904052734
1537446920.2485409,58,35.71919631958008
1537446984.48081,59,36.239933013916016
1537447048.462417,60,36.9058952331543
1537447109.556586,61,37.59885025024414
1537447170.5576441,62,38.5885124206543
1537447251.1877818,63,38.997562408447266
1537447313.180625,64,39.0511360168457
1537447373.633603,65,40.2096061706543
1537447433.3417048,66,41.37024688720703
1537447492.631664,67,42.211856842041016
1537447551.927444,68,43.175533294677734
1537447610.511334,69,44.06979751586914
1537447668.7776902,70,45.045528411865234
1537447725.457243,71,45.885841369628906
1537447782.765422,72,46.981605529785156
1537447842.2050009,73,47.77571487426758
1537447901.974869,74,48.7426643371582
1537447960.039397,75,49.080501556396484
1537448020.656748,76,49.851036071777344
1537448082.383203,77,50.80133819580078
1537448149.2082188,78,51.41888427734375
1537448207.9797492,79,51.89604949951172
1537448266.823427,80,52.25027084350586
1537448326.5893471,81,53.13065719604492
1537448388.4604049,82,53.47760772705078
1537448453.080704,83,54.061012268066406
1537448515.225651,84,54.075252532958984
1537448571.676415,85,55.11760711669922
1537448629.725743,86,55.89410400390625
1537448688.88392,87,56.71302032470703
1537448756.717622,88,57.29030227661133
1537448817.957352,89,57.708396911621094
1537448879.379513,90,58.02558135986328
1537448939.7889512,91,58.770896911621094
1537448998.27891,92,59.048255920410156
1537449057.6884632,93,59.41859436035156
1537449113.716876,94,59.884803771972656
1537449174.315667,95,59.99532699584961
1537449232.744428,96,60.50053787231445
1537449289.5556202,97,60.92595672607422
1537449347.2020779,98,61.360591888427734
1537449407.5470378,99,61.6112060546875
1537449466.982657,100,62.00001907348633
1537449526.411516,101,62.33039474487305
1537449584.135113,102,63.012123107910156
1537449643.850587,103,63.456703186035156
1537449703.5520918,104,64.22883605957031
1537449761.731787,105,64.31390380859375
1537449819.115077,106,64.52529907226562
1537449876.555441,107,65.01774597167969
1537449935.675884,108,65.25225830078125
1537449993.450109,109,64.95074462890625
1537450048.7977998,110,65.90679931640625
1537450107.101713,111,66.53255462646484
1537450168.571564,112,67.35939025878906
1537450229.748953,113,67.67613220214844
1537450287.628341,114,67.96031188964844
1537450343.384833,115,68.35279083251953
1537450399.165848,116,68.48350524902344
1537450453.770916,117,68.8380126953125
1537450509.120518,118,69.08236694335938
1537450564.337449,119,69.6991195678711
1537450619.479291,120,69.99820709228516
1537450675.841681,121,70.42083740234375
1537450732.9179,122,70.24249267578125
1537450789.869389,123,70.85499572753906
1537450845.950227,124,71.19353485107422
1537450902.782292,125,71.42729949951172
1537450959.629933,126,71.82076263427734
1537451016.549612,127,72.2542724609375
1537451075.1107168,128,72.30525207519531
1537451132.829729,129,72.66744995117188
1537451191.386086,130,73.63031005859375
1537451248.428417,131,74.36334991455078
1537451306.449654,132,74.84922790527344
1537451364.4680269,133,75.31660461425781
1537451422.252546,134,75.64035034179688
1537451479.509098,135,75.92803955078125
1537451536.971977,136,76.21299743652344
1537451594.31878,137,76.48809814453125
1537451652.9051032,138,76.82201385498047
